19.75,-26.8594378,0
20.75,-27.8594378,162
20.75,-28.8594378,173
21.75,-29.8594378,183
22.75,-30.8594378,193
24.75,-31.8594378,204
25.75,-33.8594378,214
27.75,-36.8594378,224
28.75,-38.8594378,235
29.75,-41.8594378,245
31.75,-42.8594378,255
31.75,-43.8594378,266
31.75,-44.8594378,276
31.75,-45.8594378,286
32.75,-46.8594378,297
32.75,-48.8594378,317
33.75,-49.8594378,338
33.75,-50.8594378,348
34.75,-51.8594378,369
34.75,-52.8594378,379
34.75,-53.8594378,390
35.75,-53.8594378,400
35.75,-54.8594378,410
36.75,-55.8594378,421
36.75,-56.8594378,431
36.75,-57.8594378,441
37.75,-58.8594378,462
37.75,-59.8594378,472
37.75,-60.8594378,483
37.75,-61.8594378,503
37.75,-60.8594378,698
38.75,-58.8594378,708
38.75,-57.8594378,719
39.75,-55.8594378,729
40.75,-54.8594378,739
41.75,-52.8594378,750
41.75,-51.8594378,760
42.75,-49.8594378,781
43.75,-47.8594378,812
43.75,-46.8594378,822
44.75,-45.8594378,843
44.75,-44.8594378,854
45.75,-44.8594378,1046
45.75,-45.8594378,1101
45.75,-46.8594378,1112
45.75,-47.8594378,1134
45.75,-48.8594378,1145
46.75,-49.8594378,1155
46.75,-51.8594378,1165
47.75,-52.8594378,1186
48.75,-53.8594378,1196
48.75,-54.8594378,1207
48.75,-56.8594378,1217
49.75,-56.8594378,1227
50.75,-58.8594378,1238
51.75,-60.8594378,1258
51.75,-61.8594378,1269
51.75,-62.8594378,1310
52.75,-62.8594378,1321
52.75,-61.8594378,1528
52.75,-60.8594378,1539
53.75,-58.8594378,1560
54.75,-56.8594378,1570
56.75,-54.8594378,1581
57.75,-52.8594378,1591
59.75,-50.8594378,1601
60.75,-47.8594378,1612
62.75,-46.8594378,1622
62.75,-43.8594378,1632
65.75,-41.8594378,1643
65.75,-39.8594378,1653
66.75,-38.8594378,1663
67.75,-36.8594378,1674
68.75,-33.8594378,1684
69.75,-33.8594378,1694
70.75,-30.8594378,1705
72.75,-27.8594378,1715
72.75,-25.8594378,1725
73.75,-22.8594378,1736
73.75,-20.8594378,1756
74.75,-19.8594378,1767
74.75,-18.8594378,1777
74.75,-17.8594378,1787
75.75,-16.8594378,1808
75.75,-15.8594378,1840
75.75,-14.8594378,1850
