59.75,-14.8594378,4944
59.75,-15.8594378,5261
59.75,-16.8594378,5286
59.75,-18.8594378,5303
60.75,-19.8594378,5320
60.75,-23.8594378,5341
60.75,-25.8594378,5363
60.75,-29.8594378,5386
60.75,-31.8594378,5408
60.75,-32.8594378,5434
60.75,-34.8594378,5458
60.75,-36.8594378,5484
60.75,-37.8594378,5510
60.75,-38.8594378,5538
60.75,-40.8594378,5566
60.75,-42.8594378,5596
60.75,-44.8594378,5625
60.75,-46.8594378,5656
60.75,-49.8594378,5694
60.75,-52.8594378,5727
60.75,-56.8594378,5764
59.75,-59.8594378,5802
59.75,-61.8594378,5842
59.75,-65.8594378,5884
59.75,-66.8594378,5925
59.75,-69.8594378,5968
59.75,-73.8594378,6013
59.75,-76.8594378,6060
59.75,-81.8594378,6125
57.75,-86.8594378,6175
57.75,-87.8594378,6226
56.75,-87.8594378,6309
56.75,-88.8594378,6364
56.75,-89.8594378,6536
56.75,-90.8594378,6595
56.75,-92.8594378,6652
56.75,-93.8594378,6825
56.75,-94.8594378,6886
56.75,-95.8594378,6943
56.75,-96.8594378,7179
55.75,-96.8594378,7239
54.75,-95.8594378,7360
55.75,-89.8594378,7431
59.75,-84.8594378,7501
