62.75,-22.8594378,3698
61.75,-22.8594378,3708
60.75,-22.8594378,3787
60.75,-23.8594378,3799
58.75,-24.8594378,3827
58.75,-25.8594378,3837
58.75,-26.8594378,3857
58.75,-27.8594378,3877
58.75,-28.8594378,3887
57.75,-28.8594378,3917
57.75,-29.8594378,3927
57.75,-31.8594378,3946
56.75,-31.8594378,3956
56.75,-32.8594378,3966
56.75,-33.8594378,3976
56.75,-34.8594378,3986
55.75,-34.8594378,3996
55.75,-35.8594378,4006
55.75,-36.8594378,4016
54.75,-37.8594378,4036
54.75,-39.8594378,4046
53.75,-40.8594378,4086
53.75,-41.8594378,4125
52.75,-41.8594378,4135
52.75,-42.8594378,4145
52.75,-43.8594378,4175
50.75,-43.8594378,4185
50.75,-44.8594378,4215
49.75,-44.8594378,4225
49.75,-45.8594378,4235
48.75,-47.8594378,4265
48.75,-48.8594378,4274
47.75,-49.8594378,4294
47.75,-50.8594378,4314
46.75,-50.8594378,4324
46.75,-51.8594378,4335
45.75,-51.8594378,4355
45.75,-52.8594378,4374
44.75,-52.8594378,4394
44.75,-53.8594378,4404
42.75,-53.8594378,4424
42.75,-54.8594378,4444
42.75,-56.8594378,4484
41.75,-56.8594378,4503
41.75,-57.8594378,4523
40.75,-57.8594378,4543
40.75,-58.8594378,4563
40.75,-59.8594378,4573
39.75,-59.8594378,4583
38.75,-60.8594378,4613
38.75,-61.8594378,4643
37.75,-61.8594378,4653
37.75,-62.8594378,4732
36.75,-64.8594378,4861
35.75,-64.8594378,4881
35.75,-65.8594378,4891
33.75,-65.8594378,4901
33.75,-66.8594378,4911
32.75,-66.8594378,4931
32.75,-67.8594378,4951
32.75,-68.8594378,5200
31.75,-68.8594378,5210
31.75,-69.8594378,5230
30.75,-69.8594378,5239
29.75,-70.8594378,5270
