35.75,-62.8594378,1367
35.75,-61.8594378,1399
35.75,-60.8594378,1407
35.75,-59.8594378,1431
35.75,-58.8594378,1439
36.75,-58.8594378,1447
36.75,-57.8594378,1455
37.75,-55.8594378,1463
38.75,-55.8594378,1471
38.75,-53.8594378,1479
39.75,-53.8594378,1487
40.75,-52.8594378,1495
41.75,-50.8594378,1503
42.75,-49.8594378,1527
43.75,-49.8594378,1551
44.75,-49.8594378,1559
47.75,-48.8594378,1567
49.75,-48.8594378,1575
50.75,-48.8594378,1583
54.75,-48.8594378,1591
55.75,-48.8594378,1599
56.75,-48.8594378,1607
57.75,-48.8594378,1623
59.75,-48.8594378,1631
59.75,-49.8594378,1639
62.75,-49.8594378,1647
63.75,-50.8594378,1655
64.75,-51.8594378,1663
65.75,-54.8594378,1672
66.75,-55.8594378,1687
67.75,-58.8594378,1695
67.75,-64.8594378,1703
67.75,-68.8594378,1711
68.75,-68.8594378,1719
68.75,-72.8594378,1727
68.75,-74.8594378,1743
69.75,-74.8594378,1751
69.75,-76.8594378,1759
69.75,-77.8594378,1767
69.75,-78.8594378,1783
70.75,-79.8594378,1791
70.75,-80.8594378,1799
70.75,-81.8594378,1815
70.75,-82.8594378,1839
70.75,-83.8594378,1855
70.75,-84.8594378,1871
70.75,-83.8594378,1959
70.75,-82.8594378,1967
70.75,-80.8594378,1983
70.75,-78.8594378,1991
