41.75,-37.8594378,0
41.75,-38.8594378,119
41.75,-39.8594378,135
41.75,-40.8594378,151
42.75,-41.8594378,159
42.75,-42.8594378,167
42.75,-43.8594378,175
43.75,-44.8594378,183
43.75,-45.8594378,199
43.75,-46.8594378,209
43.75,-47.8594378,215
43.75,-48.8594378,231
43.75,-49.8594378,247
43.75,-50.8594378,263
43.75,-51.8594378,271
42.75,-52.8594378,287
42.75,-53.8594378,327
42.75,-54.8594378,343
42.75,-55.8594378,359
42.75,-56.8594378,383
42.75,-57.8594378,392
42.75,-58.8594378,408
42.75,-59.8594378,415
41.75,-59.8594378,431
41.75,-60.8594378,441
41.75,-61.8594378,447
41.75,-62.8594378,455
41.75,-63.8594378,471
41.75,-65.8594378,487
41.75,-66.8594378,503
41.75,-67.8594378,511
41.75,-68.8594378,519
41.75,-69.8594378,535
41.75,-70.8594378,559
40.75,-70.8594378,575
40.75,-71.8594378,599
40.75,-72.8594378,607
39.75,-72.8594378,623
38.75,-72.8594378,639
38.75,-73.8594378,655
