67.75,-41.8594378,1152
67.75,-40.8594378,1172
66.75,-40.8594378,1182
65.75,-40.8594378,1222
62.75,-39.8594378,1312
59.75,-38.8594378,1412
56.75,-38.8594378,1532
53.75,-38.8594378,1642
52.75,-38.8594378,1752
51.75,-38.8594378,1763
50.75,-39.8594378,1793
49.75,-39.8594378,1803
48.75,-40.8594378,1823
47.75,-40.8594378,1833
46.75,-40.8594378,1843
45.75,-41.8594378,1863
43.75,-43.8594378,1873
43.75,-44.8594378,1883
42.75,-44.8594378,1903
41.75,-44.8594378,1913
41.75,-45.8594378,1933
41.75,-46.8594378,1953
41.75,-47.8594378,1963
41.75,-48.8594378,1983
41.75,-49.8594378,2003
41.75,-51.8594378,2013
41.75,-52.8594378,2033
41.75,-53.8594378,2063
42.75,-54.8594378,2073
42.75,-55.8594378,2093
42.75,-56.8594378,2103
44.75,-56.8594378,2123
45.75,-56.8594378,2153
46.75,-56.8594378,2163
48.75,-56.8594378,2203
48.75,-57.8594378,2223
49.75,-57.8594378,2233
50.75,-57.8594378,2253
51.75,-57.8594378,2283
52.75,-57.8594378,2303
53.75,-57.8594378,2313
54.75,-57.8594378,2333
55.75,-57.8594378,2343
57.75,-57.8594378,2363
58.75,-57.8594378,2383
59.75,-57.8594378,2403
60.75,-57.8594378,2423
61.75,-57.8594378,2454
62.75,-57.8594378,2474
63.75,-57.8594378,2494
64.75,-57.8594378,2504
65.75,-57.8594378,2624
66.75,-57.8594378,2684
