23.75,-43.8594378,2624
25.75,-43.8594378,2718
27.75,-43.8594378,2802
29.75,-43.8594378,2875
31.75,-43.8594378,2893
33.75,-39.8594378,2910
35.75,-39.8594378,2939
37.75,-39.8594378,2947
41.75,-35.8594378,2969
45.75,-33.8594378,2986
47.75,-33.8594378,3014
49.75,-33.8594378,3108
49.75,-35.8594378,3297
51.75,-35.8594378,3338
53.75,-35.8594378,3389
53.75,-37.8594378,3448
55.75,-37.8594378,3475
57.75,-37.8594378,3506
57.75,-39.8594378,3527
57.75,-41.8594378,3598
59.75,-41.8594378,3627
59.75,-43.8594378,3649
59.75,-45.8594378,3657
61.75,-45.8594378,3691
61.75,-47.8594378,3720
63.75,-47.8594378,3744
63.75,-49.8594378,3781
63.75,-51.8594378,3807
65.75,-51.8594378,3853
67.75,-51.8594378,3869
67.75,-53.8594378,3948
67.75,-55.8594378,3971
63.75,-57.8594378,4008
61.75,-59.8594378,4038
61.75,-61.8594378,4052
57.75,-63.8594378,4083
57.75,-69.8594378,4224
53.75,-69.8594378,4241
53.75,-71.8594378,4261
49.75,-73.8594378,4413
47.75,-75.8594378,4625
45.75,-77.8594378,4710
43.75,-77.8594378,4966
41.75,-77.8594378,4985
39.75,-77.8594378,5168
37.75,-77.8594378,5419
33.75,-77.8594378,5437
31.75,-77.8594378,5540
29.75,-77.8594378,6052
27.75,-77.8594378,6134
25.75,-77.8594378,6145
23.75,-77.8594378,6163
21.75,-77.8594378,6186
17.75,-77.8594378,6194
15.75,-77.8594378,6408
13.75,-77.8594378,6440
