30.75,-22.8594378,0
30.75,-23.8594378,98
30.75,-24.8594378,109
30.75,-25.8594378,116
30.75,-26.8594378,122
30.75,-27.8594378,129
30.75,-28.8594378,134
32.75,-30.8594378,141
32.75,-32.8594378,147
32.75,-34.8594378,158
33.75,-36.8594378,164
34.75,-37.8594378,171
34.75,-38.8594378,177
34.75,-39.8594378,183
35.75,-41.8594378,189
36.75,-43.8594378,195
37.75,-45.8594378,207
37.75,-46.8594378,213
38.75,-47.8594378,220
39.75,-49.8594378,232
39.75,-50.8594378,237
39.75,-51.8594378,243
40.75,-53.8594378,256
40.75,-54.8594378,262
40.75,-55.8594378,269
40.75,-56.8594378,280
41.75,-56.8594378,286
41.75,-57.8594378,293
41.75,-58.8594378,305
41.75,-59.8594378,311
41.75,-60.8594378,317
41.75,-62.8594378,329
41.75,-63.8594378,335
41.75,-64.8594378,341
41.75,-65.8594378,347
41.75,-66.8594378,354
41.75,-67.8594378,359
41.75,-68.8594378,372
41.75,-69.8594378,384
41.75,-70.8594378,390
41.75,-71.8594378,402
41.75,-72.8594378,427
41.75,-73.8594378,439
41.75,-74.8594378,457
