59.75,-24.8594378,0
58.75,-24.8594378,222
57.75,-23.8594378,231
55.75,-22.8594378,246
54.75,-21.8594378,254
52.75,-21.8594378,270
51.75,-21.8594378,278
50.75,-21.8594378,286
49.75,-21.8594378,294
49.75,-20.8594378,302
48.75,-20.8594378,310
47.75,-20.8594378,334
46.75,-20.8594378,358
45.75,-20.8594378,398
44.75,-20.8594378,414
43.75,-20.8594378,422
42.75,-20.8594378,446
41.75,-20.8594378,462
40.75,-21.8594378,478
39.75,-21.8594378,494
38.75,-21.8594378,510
38.75,-22.8594378,518
37.75,-22.8594378,526
36.75,-22.8594378,534
35.75,-22.8594378,550
34.75,-22.8594378,566
32.75,-24.8594378,574
31.75,-24.8594378,590
30.75,-25.8594378,598
29.75,-25.8594378,614
28.75,-26.8594378,631
28.75,-27.8594378,654
27.75,-28.8594378,670
27.75,-29.8594378,678
26.75,-29.8594378,694
26.75,-30.8594378,702
25.75,-30.8594378,718
25.75,-31.8594378,726
24.75,-31.8594378,734
24.75,-32.8594378,742
24.75,-33.8594378,750
24.75,-34.8594378,774
23.75,-35.8594378,790
22.75,-35.8594378,798
22.75,-37.8594378,806
22.75,-38.8594378,822
22.75,-39.8594378,838
22.75,-40.8594378,846
22.75,-41.8594378,870
22.75,-42.8594378,886
22.75,-44.8594378,902
22.75,-45.8594378,918
23.75,-46.8594378,942
23.75,-47.8594378,966
23.75,-48.8594378,974
24.75,-48.8594378,982
24.75,-49.8594378,990
25.75,-50.8594378,1006
26.75,-51.8594378,1023
27.75,-52.8594378,1033
28.75,-54.8594378,1049
29.75,-55.8594378,1071
29.75,-56.8594378,1079
28.75,-56.8594378,1103
29.75,-57.8594378,1119
28.75,-57.8594378,1143
29.75,-58.8594378,1167
30.75,-58.8594378,1183
30.75,-59.8594378,1191
31.75,-60.8594378,1215
32.75,-60.8594378,1251
33.75,-61.8594378,1255
34.75,-62.8594378,1279
35.75,-63.8594378,1311
36.75,-63.8594378,1335
37.75,-63.8594378,1367
38.75,-63.8594378,1391
38.75,-64.8594378,1399
39.75,-64.8594378,1416
41.75,-64.8594378,1439
42.75,-64.8594378,1455
43.75,-64.8594378,1471
44.75,-65.8594378,1479
45.75,-65.8594378,1487
46.75,-65.8594378,1503
47.75,-65.8594378,1527
48.75,-65.8594378,1535
48.75,-64.8594378,1543
49.75,-64.8594378,1567
49.75,-63.8594378,1599
50.75,-63.8594378,1607
51.75,-63.8594378,1639
52.75,-63.8594378,1667
53.75,-62.8594378,1671
54.75,-62.8594378,1711
55.75,-62.8594378,1735
56.75,-62.8594378,1743
56.75,-61.8594378,1759
57.75,-60.8594378,1783
57.75,-59.8594378,1791
57.75,-58.8594378,1815
58.75,-58.8594378,1833
58.75,-57.8594378,1839
58.75,-56.8594378,1855
58.75,-55.8594378,1865
58.75,-54.8594378,1888
59.75,-54.8594378,1927
