55.75,-20.8594378,2634
55.75,-22.8594378,2744
55.75,-25.8594378,2754
55.75,-27.8594378,2774
56.75,-30.8594378,2784
56.75,-34.8594378,2794
56.75,-36.8594378,2815
56.75,-39.8594378,2825
56.75,-41.8594378,2835
56.75,-43.8594378,2855
56.75,-44.8594378,2865
56.75,-45.8594378,2885
56.75,-50.8594378,2905
56.75,-51.8594378,2915
56.75,-53.8594378,2935
56.75,-54.8594378,2945
56.75,-56.8594378,2985
56.75,-60.8594378,2995
56.75,-63.8594378,3005
56.75,-64.8594378,3025
56.75,-68.8594378,3035
56.75,-69.8594378,3055
56.75,-70.8594378,3065
56.75,-73.8594378,3075
56.75,-74.8594378,3095
56.75,-75.8594378,3125
56.75,-76.8594378,3135
56.75,-77.8594378,3155
56.75,-78.8594378,3185
56.75,-79.8594378,3195
56.75,-80.8594378,3205
56.75,-81.8594378,3275
56.75,-82.8594378,3285
56.75,-83.8594378,3315
57.75,-83.8594378,3485
57.75,-84.8594378,3586
