27.75,-20.8594378,0
29.75,-20.8594378,135
30.75,-20.8594378,143
32.75,-20.8594378,153
34.75,-20.8594378,159
37.75,-21.8594378,167
39.75,-21.8594378,175
41.75,-21.8594378,183
42.75,-21.8594378,191
43.75,-21.8594378,199
44.75,-21.8594378,215
45.75,-21.8594378,231
46.75,-21.8594378,247
47.75,-22.8594378,263
48.75,-22.8594378,271
49.75,-22.8594378,278
50.75,-22.8594378,286
51.75,-23.8594378,294
52.75,-23.8594378,302
53.75,-23.8594378,319
54.75,-23.8594378,342
55.75,-23.8594378,358
56.75,-23.8594378,374
57.75,-23.8594378,390
59.75,-24.8594378,406
60.75,-24.8594378,422
61.75,-24.8594378,430
62.75,-25.8594378,438
64.75,-25.8594378,446
65.75,-25.8594378,454
66.75,-25.8594378,462
67.75,-26.8594378,470
68.75,-26.8594378,486
67.75,-28.8594378,750
66.75,-29.8594378,766
66.75,-30.8594378,775
66.75,-31.8594378,782
65.75,-32.8594378,798
65.75,-33.8594378,814
64.75,-33.8594378,831
64.75,-34.8594378,839
63.75,-35.8594378,846
63.75,-36.8594378,862
62.75,-36.8594378,871
62.75,-37.8594378,887
61.75,-37.8594378,903
61.75,-38.8594378,919
60.75,-39.8594378,926
59.75,-39.8594378,935
58.75,-39.8594378,943
58.75,-40.8594378,953
57.75,-40.8594378,958
56.75,-40.8594378,966
56.75,-41.8594378,983
55.75,-41.8594378,1015
55.75,-42.8594378,1023
54.75,-43.8594378,1039
54.75,-44.8594378,1078
53.75,-44.8594378,1087
53.75,-45.8594378,1095
52.75,-45.8594378,1103
52.75,-46.8594378,1111
51.75,-47.8594378,1119
50.75,-48.8594378,1135
50.75,-49.8594378,1150
49.75,-50.8594378,1166
48.75,-50.8594378,1175
48.75,-51.8594378,1183
47.75,-51.8594378,1191
47.75,-52.8594378,1199
46.75,-53.8594378,1223
45.75,-53.8594378,1231
45.75,-54.8594378,1239
45.75,-55.8594378,1247
44.75,-55.8594378,1255
44.75,-56.8594378,1271
42.75,-57.8594378,1279
42.75,-58.8594378,1287
41.75,-59.8594378,1327
41.75,-60.8594378,1351
41.75,-61.8594378,1359
40.75,-61.8594378,1367
40.75,-62.8594378,1383
39.75,-63.8594378,1399
38.75,-64.8594378,1407
38.75,-65.8594378,1415
38.75,-66.8594378,1423
37.75,-66.8594378,1431
37.75,-67.8594378,1447
37.75,-68.8594378,1471
37.75,-69.8594378,1495
36.75,-69.8594378,1504
35.75,-69.8594378,1535
35.75,-70.8594378,1543
35.75,-71.8594378,1553
35.75,-72.8594378,1591
35.75,-73.8594378,1624
34.75,-73.8594378,1640
34.75,-74.8594378,1664
34.75,-75.8594378,1679
35.75,-75.8594378,1919
36.75,-75.8594378,1927
37.75,-75.8594378,1937
38.75,-75.8594378,1943
40.75,-75.8594378,1954
41.75,-76.8594378,1959
42.75,-76.8594378,1969
45.75,-76.8594378,1975
46.75,-77.8594378,1986
47.75,-77.8594378,1992
48.75,-77.8594378,2000
48.75,-76.8594378,2008
50.75,-76.8594378,2015
51.75,-76.8594378,2031
53.75,-76.8594378,2040
55.75,-76.8594378,2048
57.75,-76.8594378,2063
59.75,-76.8594378,2072
60.75,-76.8594378,2080
61.75,-76.8594378,2088
62.75,-76.8594378,2096
63.75,-76.8594378,2104
64.75,-76.8594378,2121
65.75,-76.8594378,2144
66.75,-76.8594378,2160
68.75,-76.8594378,2169
69.75,-76.8594378,2175
70.75,-76.8594378,2183
71.75,-76.8594378,2191
73.75,-76.8594378,2202
75.75,-75.8594378,2215
76.75,-75.8594378,2223
78.75,-75.8594378,2239
79.75,-75.8594378,2263
80.75,-74.8594378,2463
