55.75,-18.8594378,0
54.75,-18.8594378,390
53.75,-18.8594378,420
52.75,-18.8594378,431
51.75,-18.8594378,454
50.75,-18.8594378,464
49.75,-18.8594378,476
48.75,-19.8594378,488
47.75,-19.8594378,499
47.75,-20.8594378,510
46.75,-20.8594378,520
46.75,-21.8594378,540
45.75,-22.8594378,580
45.75,-23.8594378,610
45.75,-24.8594378,650
44.75,-24.8594378,670
44.75,-26.8594378,680
44.75,-27.8594378,690
43.75,-28.8594378,702
43.75,-31.8594378,712
42.75,-32.8594378,722
42.75,-33.8594378,732
42.75,-34.8594378,742
41.75,-35.8594378,764
41.75,-36.8594378,771
41.75,-37.8594378,802
41.75,-38.8594378,833
41.75,-40.8594378,853
41.75,-41.8594378,873
41.75,-42.8594378,884
41.75,-43.8594378,893
41.75,-44.8594378,913
41.75,-45.8594378,923
41.75,-46.8594378,934
41.75,-47.8594378,943
41.75,-48.8594378,953
41.75,-49.8594378,963
41.75,-50.8594378,973
41.75,-51.8594378,983
41.75,-52.8594378,1003
41.75,-53.8594378,1023
41.75,-54.8594378,1033
41.75,-55.8594378,1053
41.75,-56.8594378,1073
41.75,-57.8594378,1083
41.75,-58.8594378,1093
41.75,-59.8594378,1113
41.75,-60.8594378,1133
41.75,-61.8594378,1143
41.75,-62.8594378,1153
41.75,-63.8594378,1173
41.75,-64.8594378,1183
41.75,-65.8594378,1203
41.75,-66.8594378,1223
41.75,-68.8594378,1243
41.75,-70.8594378,1263
42.75,-71.8594378,1273
42.75,-72.8594378,1283
42.75,-73.8594378,1293
42.75,-74.8594378,1306
43.75,-74.8594378,1317
43.75,-75.8594378,1329
43.75,-76.8594378,1352
43.75,-77.8594378,1373
43.75,-78.8594378,1393
43.75,-79.8594378,1413
43.75,-80.8594378,1443
43.75,-81.8594378,1483
43.75,-82.8594378,1493
43.75,-83.8594378,1523
43.75,-84.8594378,1553
43.75,-85.8594378,1563
43.75,-86.8594378,1593
43.75,-87.8594378,1623
43.75,-88.8594378,1673
43.75,-89.8594378,1713
44.75,-89.8594378,1733
