26.75,-46.8594378,3157
28.75,-47.8594378,3541
28.75,-48.8594378,3562
29.75,-48.8594378,3576
30.75,-48.8594378,3602
31.75,-48.8594378,3619
32.75,-48.8594378,3627
33.75,-48.8594378,3643
34.75,-48.8594378,3660
35.75,-48.8594378,3669
37.75,-48.8594378,3709
38.75,-48.8594378,3727
38.75,-49.8594378,3736
39.75,-50.8594378,3746
40.75,-50.8594378,3758
41.75,-50.8594378,3776
42.75,-50.8594378,3785
43.75,-51.8594378,3794
44.75,-52.8594378,3811
45.75,-52.8594378,3830
47.75,-52.8594378,3839
48.75,-52.8594378,3916
49.75,-52.8594378,3925
50.75,-52.8594378,3935
52.75,-52.8594378,3944
55.75,-52.8594378,3954
56.75,-52.8594378,3964
57.75,-52.8594378,3973
58.75,-52.8594378,3983
60.75,-52.8594378,3998
61.75,-52.8594378,4008
62.75,-52.8594378,4052
63.75,-52.8594378,4136
64.75,-52.8594378,4161
