28.75,-41.8594378,1600
27.75,-41.8594378,1608
28.75,-42.8594378,1720
30.75,-42.8594378,1728
30.75,-43.8594378,1736
33.75,-44.8594378,1744
34.75,-44.8594378,1752
38.75,-44.8594378,1760
39.75,-44.8594378,1768
40.75,-44.8594378,1776
41.75,-44.8594378,1784
42.75,-44.8594378,1792
44.75,-44.8594378,1808
45.75,-44.8594378,1824
46.75,-44.8594378,1832
48.75,-44.8594378,1848
52.75,-43.8594378,1856
53.75,-42.8594378,1864
55.75,-42.8594378,1872
56.75,-41.8594378,1880
57.75,-41.8594378,1888
58.75,-41.8594378,1896
59.75,-41.8594378,1904
60.75,-40.8594378,1912
61.75,-39.8594378,1920
62.75,-39.8594378,1928
62.75,-38.8594378,1936
62.75,-37.8594378,1952
63.75,-36.8594378,1968
63.75,-35.8594378,1976
63.75,-34.8594378,2000
64.75,-33.8594378,2016
64.75,-32.8594378,2032
64.75,-31.8594378,2040
63.75,-31.8594378,2048
62.75,-30.8594378,2056
61.75,-29.8594378,2072
60.75,-29.8594378,2088
60.75,-28.8594378,2096
60.75,-27.8594378,2104
59.75,-27.8594378,2112
58.75,-26.8594378,2120
57.75,-26.8594378,2144
57.75,-25.8594378,2152
56.75,-24.8594378,2160
55.75,-24.8594378,2168
54.75,-24.8594378,2184
53.75,-24.8594378,2200
52.75,-24.8594378,2216
51.75,-24.8594378,2224
50.75,-24.8594378,2248
49.75,-24.8594378,2264
48.75,-24.8594378,2272
