43.75,-48.8594378,0
45.75,-48.8594378,107
49.75,-48.8594378,124
53.75,-48.8594378,141
61.75,-48.8594378,157
67.75,-48.8594378,174
72.75,-48.8594378,191
75.75,-48.8594378,207
77.75,-48.8594378,224
79.75,-48.8594378,258
80.75,-47.8594378,308
80.75,-46.8594378,324
80.75,-45.8594378,358
80.75,-44.8594378,408
80.75,-42.8594378,424
78.75,-38.8594378,441
75.75,-35.8594378,458
72.75,-32.8594378,475
68.75,-30.8594378,491
65.75,-28.8594378,508
61.75,-26.8594378,525
59.75,-25.8594378,541
57.75,-24.8594378,558
54.75,-23.8594378,575
51.75,-23.8594378,592
48.75,-23.8594378,608
45.75,-23.8594378,625
43.75,-23.8594378,642
41.75,-23.8594378,658
39.75,-24.8594378,692
39.75,-26.8594378,708
38.75,-30.8594378,725
38.75,-32.8594378,742
36.75,-35.8594378,759
35.75,-37.8594378,775
35.75,-39.8594378,792
35.75,-40.8594378,809
35.75,-41.8594378,826
35.75,-43.8594378,842
35.75,-45.8594378,859
35.75,-47.8594378,875
35.75,-49.8594378,892
35.75,-51.8594378,909
35.75,-53.8594378,925
35.75,-55.8594378,942
37.75,-59.8594378,959
38.75,-61.8594378,975
39.75,-63.8594378,992
39.75,-65.8594378,1009
40.75,-66.8594378,1026
40.75,-67.8594378,1042
40.75,-68.8594378,1059
41.75,-69.8594378,1076
41.75,-70.8594378,1092
43.75,-71.8594378,1109
45.75,-72.8594378,1126
47.75,-74.8594378,1142
49.75,-75.8594378,1159
50.75,-76.8594378,1176
51.75,-76.8594378,1193
52.75,-76.8594378,1209
53.75,-76.8594378,1226
54.75,-76.8594378,1243
55.75,-76.8594378,1259
56.75,-76.8594378,1276
57.75,-76.8594378,1293
58.75,-76.8594378,1309
60.75,-76.8594378,1326
61.75,-76.8594378,1343
63.75,-74.8594378,1360
64.75,-74.8594378,1376
