33.75,-19.8594378,0
33.75,-20.8594378,80
33.75,-21.8594378,91
33.75,-23.8594378,114
33.75,-25.8594378,126
33.75,-26.8594378,137
33.75,-27.8594378,148
33.75,-28.8594378,160
33.75,-29.8594378,171
33.75,-30.8594378,183
33.75,-32.8594378,194
33.75,-33.8594378,205
33.75,-35.8594378,217
33.75,-36.8594378,228
34.75,-38.8594378,239
34.75,-39.8594378,256
34.75,-40.8594378,267
34.75,-41.8594378,279
34.75,-42.8594378,290
34.75,-45.8594378,340
34.75,-47.8594378,348
34.75,-48.8594378,358
34.75,-49.8594378,369
35.75,-49.8594378,381
35.75,-50.8594378,393
36.75,-52.8594378,415
37.75,-52.8594378,427
37.75,-52.8594378,453
37.75,-52.8594378,464
38.75,-52.8594378,487
39.75,-52.8594378,498
40.75,-53.8594378,510
41.75,-53.8594378,521
42.75,-53.8594378,533
43.75,-54.8594378,544
45.75,-55.8594378,555
46.75,-55.8594378,566
46.75,-55.8594378,578
47.75,-55.8594378,589
49.75,-55.8594378,602
50.75,-55.8594378,613
52.75,-55.8594378,625
53.75,-56.8594378,644
55.75,-57.8594378,655
57.75,-57.8594378,667
58.75,-57.8594378,678
60.75,-57.8594378,689
62.75,-57.8594378,701
63.75,-57.8594378,712
64.75,-57.8594378,723
66.75,-56.8594378,735
67.75,-55.8594378,746
68.75,-55.8594378,757
69.75,-55.8594378,769
70.75,-53.8594378,780
70.75,-53.8594378,792
71.75,-52.8594378,803
73.75,-51.8594378,814
73.75,-50.8594378,826
74.75,-49.8594378,837
74.75,-48.8594378,849
77.75,-46.8594378,860
77.75,-45.8594378,871
78.75,-44.8594378,883
78.75,-43.8594378,894
80.75,-42.8594378,906
81.75,-40.8594378,928
81.75,-39.8594378,940
82.75,-37.8594378,951
82.75,-35.8594378,962
80.75,-35.8594378,974
80.75,-34.8594378,985
80.75,-33.8594378,997
80.75,-32.8594378,1008
80.75,-31.8594378,1019
80.75,-30.8594378,1042
80.75,-29.8594378,1053
80.75,-29.8594378,1077
80.75,-28.8594378,1101
80.75,-28.8594378,1116
79.75,-28.8594378,1127
79.75,-27.8594378,1159
79.75,-26.8594378,1190
79.75,-26.8594378,1228
79.75,-25.8594378,1271
80.75,-24.8594378,1282
80.75,-23.8594378,1311
79.75,-23.8594378,1323
79.75,-22.8594378,1339
79.75,-22.8594378,1360
78.75,-22.8594378,1371
77.75,-21.8594378,1387
77.75,-20.8594378,1398
77.75,-19.8594378,1455
76.75,-19.8594378,1474
75.75,-19.8594378,1485
75.75,-19.8594378,1496
75.75,-18.8594378,1508
