26.75,-39.8594378,0
27.75,-40.8594378,23
28.75,-42.8594378,31
29.75,-42.8594378,39
29.75,-43.8594378,48
29.75,-46.8594378,55
29.75,-47.8594378,63
29.75,-48.8594378,71
29.75,-50.8594378,79
30.75,-55.8594378,96
30.75,-58.8594378,104
30.75,-59.8594378,111
30.75,-60.8594378,119
30.75,-62.8594378,128
31.75,-67.8594378,136
31.75,-70.8594378,144
31.75,-71.8594378,159
31.75,-72.8594378,168
31.75,-73.8594378,183
31.75,-76.8594378,192
30.75,-76.8594378,248
30.75,-75.8594378,272
30.75,-74.8594378,280
25.75,-48.8594378,358
25.75,-47.8594378,361
25.75,-45.8594378,376
25.75,-44.8594378,384
25.75,-43.8594378,392
25.75,-41.8594378,400
25.75,-40.8594378,408
25.75,-39.8594378,424
26.75,-39.8594378,440
26.75,-38.8594378,448
27.75,-38.8594378,472
28.75,-38.8594378,488
29.75,-37.8594378,496
30.75,-37.8594378,504
31.75,-37.8594378,520
31.75,-36.8594378,528
32.75,-36.8594378,536
33.75,-36.8594378,544
33.75,-35.8594378,552
34.75,-35.8594378,568
35.75,-35.8594378,576
39.75,-37.8594378,592
40.75,-37.8594378,600
41.75,-38.8594378,608
42.75,-38.8594378,616
43.75,-39.8594378,624
43.75,-40.8594378,648
43.75,-41.8594378,664
43.75,-42.8594378,672
43.75,-43.8594378,696
42.75,-43.8594378,704
41.75,-45.8594378,712
40.75,-45.8594378,728
40.75,-46.8594378,736
37.75,-46.8594378,744
35.75,-48.8594378,752
34.75,-48.8594378,760
32.75,-49.8594378,776
29.75,-49.8594378,784
28.75,-49.8594378,792
27.75,-49.8594378,800
27.75,-50.8594378,808
26.75,-50.8594378,816
25.75,-50.8594378,832
25.75,-51.8594378,840
24.75,-51.8594378,849
23.75,-51.8594378,856
23.75,-52.8594378,864
