25.75,-35.8594378,0
25.75,-36.8594378,6
25.75,-37.8594378,30
25.75,-38.8594378,38
25.75,-40.8594378,54
25.75,-41.8594378,61
25.75,-42.8594378,69
25.75,-43.8594378,78
25.75,-44.8594378,85
25.75,-46.8594378,94
25.75,-47.8594378,101
25.75,-48.8594378,109
25.75,-52.8594378,140
25.75,-53.8594378,144
25.75,-54.8594378,149
25.75,-55.8594378,158
25.75,-56.8594378,169
25.75,-58.8594378,175
25.75,-59.8594378,181
25.75,-60.8594378,190
25.75,-62.8594378,198
25.75,-63.8594378,205
25.75,-64.8594378,214
25.75,-65.8594378,221
25.75,-66.8594378,229
25.75,-67.8594378,245
25.75,-68.8594378,256
25.75,-69.8594378,262
25.75,-70.8594378,278
25.75,-71.8594378,294
25.75,-72.8594378,318
25.75,-73.8594378,349
24.75,-73.8594378,358
24.75,-74.8594378,381
